   4640.0  0.00007
   4650.0  0.00007
   4660.0  0.00007
   4670.0  0.00007
   4680.0  0.00007
   4690.0  0.00007
   4700.0  0.00007
   4710.0  0.00007
   4720.0  0.00007
   4730.0  0.00007
   4740.0  0.00007
   4750.0  0.00007
   4760.0  0.00007
   4770.0  0.00007
   4780.0  0.00007
   4790.0  0.00007
   4800.0  0.00007
   4810.0  0.00099
   4820.0  0.00191
   4830.0  0.00282
   4840.0  0.00374
   4850.0  0.00458
   4860.0  0.00550
   4870.0  0.00641
   4880.0  0.00732
   4890.0  0.00824
   4900.0  0.00915
   4910.0  0.02912
   4920.0  0.04900
   4930.0  0.06895
   4940.0  0.08880
   4950.0  0.10865
   4960.0  0.12847
   4970.0  0.14822
   4980.0  0.16794
   4990.0  0.18766
   5000.0  0.20736
   5010.0  0.22903
   5020.0  0.25074
   5030.0  0.27234
   5040.0  0.29389
   5050.0  0.31533
   5060.0  0.33681
   5070.0  0.35817
   5080.0  0.37949
   5090.0  0.40076
   5100.0  0.42193
   5110.0  0.42808
   5120.0  0.43423
   5130.0  0.44033
   5140.0  0.44643
   5150.0  0.45254
   5160.0  0.45859
   5170.0  0.46464
   5180.0  0.47063
   5190.0  0.47663
   5200.0  0.48264
   5210.0  0.48361
   5220.0  0.48457
   5230.0  0.48554
   5240.0  0.48644
   5250.0  0.48734
   5260.0  0.48816
   5270.0  0.48892
   5280.0  0.48968
   5290.0  0.49044
   5300.0  0.49112
   5310.0  0.49038
   5320.0  0.48956
   5330.0  0.48874
   5340.0  0.48792
   5350.0  0.48703
   5360.0  0.48613
   5370.0  0.48523
   5380.0  0.48434
   5390.0  0.48344
   5400.0  0.48246
   5410.0  0.47918
   5420.0  0.47589
   5430.0  0.47260
   5440.0  0.46931
   5450.0  0.46600
   5460.0  0.46263
   5470.0  0.45924
   5480.0  0.45593
   5490.0  0.45254
   5500.0  0.44907
   5510.0  0.44296
   5520.0  0.43686
   5530.0  0.43069
   5540.0  0.42452
   5550.0  0.41836
   5560.0  0.41219
   5570.0  0.40603
   5580.0  0.39987
   5590.0  0.39371
   5600.0  0.38749
   5610.0  0.38083
   5620.0  0.37410
   5630.0  0.36738
   5640.0  0.36072
   5650.0  0.35400
   5660.0  0.34729
   5670.0  0.34050
   5680.0  0.33379
   5690.0  0.32708
   5700.0  0.32030
   5710.0  0.31345
   5720.0  0.30660
   5730.0  0.29976
   5740.0  0.29299
   5750.0  0.28615
   5760.0  0.27924
   5770.0  0.27240
   5780.0  0.26557
   5790.0  0.25875
   5800.0  0.25192
   5810.0  0.24560
   5820.0  0.23928
   5830.0  0.23297
   5840.0  0.22666
   5850.0  0.22035
   5860.0  0.21404
   5870.0  0.20767
   5880.0  0.20137
   5890.0  0.19507
   5900.0  0.18877
   5910.0  0.18248
   5920.0  0.17611
   5930.0  0.16982
   5940.0  0.16354
   5950.0  0.15718
   5960.0  0.15090
   5970.0  0.14455
   5980.0  0.13827
   5990.0  0.13192
   6000.0  0.12565
   6010.0  0.12166
   6020.0  0.11769
   6030.0  0.11371
   6040.0  0.10968
   6050.0  0.10572
   6060.0  0.10177
   6070.0  0.09782
   6080.0  0.09389
   6090.0  0.08996
   6100.0  0.08603
   6110.0  0.08212
   6120.0  0.07814
   6130.0  0.07423
   6140.0  0.07034
   6150.0  0.06645
   6160.0  0.06250
   6170.0  0.05862
   6180.0  0.05475
   6190.0  0.05089
   6200.0  0.04697
   6210.0  0.04530
   6220.0  0.04357
   6230.0  0.04185
   6240.0  0.04012
   6250.0  0.03840
   6260.0  0.03668
   6270.0  0.03497
   6280.0  0.03332
   6290.0  0.03161
   6300.0  0.02991
   6310.0  0.02821
   6320.0  0.02651
   6330.0  0.02481
   6340.0  0.02312
   6350.0  0.02149
   6360.0  0.01981
   6370.0  0.01812
   6380.0  0.01644
   6390.0  0.01476
   6400.0  0.01309
   6410.0  0.01238
   6420.0  0.01161
   6430.0  0.01091
   6440.0  0.01014
   6450.0  0.00944
   6460.0  0.00868
   6470.0  0.00798
   6480.0  0.00729
   6490.0  0.00652
   6500.0  0.00583
   6510.0  0.00540
   6520.0  0.00505
   6530.0  0.00469
   6540.0  0.00434
   6550.0  0.00399
