       4151.2398  0.000532808
       4153.5508  0.000598287
       4155.8618  0.000983552
       4158.1728  0.000393352
       4160.4838  0.000471007
       4162.7948  0.000997724
       4165.1058  0.000685904
       4167.4168  0.000995346
       4169.7278  0.000980684
       4172.0388  0.000377157
       4174.3497  0.000642926
       4176.6607  0.000272832
       4178.9717  0.000600024
       4181.2827   0.00124656
       4183.5937  0.000878596
       4185.9047   0.00131397
       4188.2157   0.00162149
       4190.5267   0.00137194
       4192.8377   0.00188187
       4195.1487   0.00267072
       4197.4597   0.00258945
       4199.7707   0.00282113
       4202.0817   0.00255334
       4204.3926   0.00303289
       4206.7036   0.00376990
       4209.0146   0.00424258
       4211.3256   0.00500636
       4213.6366   0.00556048
       4215.9476   0.00743678
       4218.2586    0.0104930
       4220.5696    0.0137985
       4222.8806    0.0212388
       4225.1916    0.0367619
       4227.5026    0.0603615
       4229.8136    0.0864517
       4232.1246     0.103674
       4234.4355     0.109113
       4236.7465     0.108338
       4239.0575     0.108537
       4241.3685     0.110278
       4243.6795     0.113692
       4245.9905     0.119705
       4248.3015     0.124382
       4250.6125     0.127677
       4252.9235     0.130794
       4255.2345     0.133940
       4257.5455     0.138891
       4259.8565     0.143282
       4262.1675     0.145447
       4264.4784     0.148040
       4266.7894     0.152555
       4269.1004     0.153092
       4271.4114     0.154162
       4273.7224     0.153948
       4276.0334     0.153382
       4278.3444     0.155352
       4280.6554     0.160858
       4282.9664     0.168551
       4285.2774     0.173838
       4287.5884     0.174715
       4289.8994     0.167353
       4292.2104     0.147386
       4294.5213     0.127006
       4296.8323     0.110526
       4299.1433     0.100226
       4301.4543    0.0945998
       4303.7653    0.0922046
       4306.0763    0.0907005
       4308.3873    0.0877689
       4310.6983    0.0857786
       4313.0093    0.0844317
       4315.3203    0.0815581
       4317.6313    0.0800161
       4319.9423    0.0779211
       4322.2532    0.0757660
       4324.5642    0.0735124
       4326.8752    0.0722121
       4329.1862    0.0680201
       4331.4972    0.0643620
       4333.8082    0.0581223
       4336.1192    0.0520567
       4338.4302    0.0466446
       4340.7412    0.0410549
       4343.0522    0.0347869
       4345.3632    0.0291394
       4347.6742    0.0243762
       4349.9852    0.0194729
       4352.2961    0.0148325
       4354.6071    0.0118135
       4356.9181   0.00953141
       4359.2291   0.00691570
       4361.5401   0.00600302
       4363.8511   0.00516976
       4366.1621   0.00457873
       4368.4731   0.00352152
       4370.7841   0.00310791
       4373.0951   0.00289032
       4375.4061   0.00255898
       4377.7171   0.00228559
       4380.0281   0.00201280
       4382.3390   0.00206125
       4384.6500   0.00190495
       4386.9610   0.00152721
       4389.2720   0.00151828
       4391.5830   0.00114885
       4393.8940  0.000711654
       4396.2050  0.000930269
       4398.5160  0.000974466
       4400.8270   0.00111356
       4403.1380  0.000757266
       4405.4490  0.000783801
       4407.7600  0.000671948
       4410.0710  0.000674195
       4412.3819  0.000442468
       4414.6929  0.000456419
       4417.0039  0.000541712
       4419.3149  0.000288555
       4421.6259  0.000433622
       4423.9369  0.000732388
       4426.2479  0.000448469
       4428.5589  0.000552231
       4430.8699  0.000814087
       4433.1809  0.000566728
       4435.4919  0.000522715
       4437.8029  0.000333538
       4440.1139  0.000256124
       4442.4248  0.000391853
       4444.7358  0.000521339
       4447.0468  0.000242581
       4449.3578  0.000243660
