3120.0	0.000633317456
3125.0	0.001042267904
3130.0	0.00154154703
3135.0	0.002251508236
3140.0	0.003269259632
3145.0	0.00458865881
3150.0	0.006362986565
3155.0	0.008471833467
3160.0	0.01127686858
3165.0	0.01417477846
3170.0	0.01793425202
3175.0	0.02296257496
3180.0	0.02827384472
3185.0	0.03514411926
3190.0	0.04234287262
3195.0	0.05068854809
3200.0	0.05960911751
3205.0	0.07029167652
3210.0	0.07965272903
3215.0	0.09217747688
3220.0	0.1031128216
3225.0	0.1151392269
3230.0	0.1272603416
3235.0	0.1394810104
3240.0	0.1511485577
3245.0	0.1630752182
3250.0	0.1754052925
3255.0	0.1899462509
3260.0	0.203915062
3265.0	0.213975544
3270.0	0.2296260643
3275.0	0.2460144997
3280.0	0.262101593
3285.0	0.2800656319
3290.0	0.2939425087
3295.0	0.3071525383
3300.0	0.3226944733
3305.0	0.3336578369
3310.0	0.3465352249
3315.0	0.357054863
3320.0	0.3665697479
3325.0	0.3710550308
3330.0	0.3819923401
3335.0	0.3899039459
3340.0	0.3998838043
3345.0	0.407161293
3350.0	0.4229160309
3355.0	0.4343641281
3360.0	0.4459233093
3365.0	0.4659150696
3370.0	0.4781194687
3375.0	0.4853438187
3380.0	0.5001804733
3385.0	0.5079716873
3390.0	0.5186092758
3395.0	0.5204802322
3400.0	0.5280557251
3405.0	0.5359288025
3410.0	0.5333405685
3415.0	0.5349435806
3420.0	0.5369634628
3425.0	0.5471535492
3430.0	0.5508488846
3435.0	0.5472273254
3440.0	0.5623019409
3445.0	0.5726477432
3450.0	0.5800565338
3455.0	0.595565567
3460.0	0.6008908844
3465.0	0.61045681
3470.0	0.6108076477
3475.0	0.6168423462
3480.0	0.6217351532
3485.0	0.6183480072
3490.0	0.6166012192
3495.0	0.6069695282
3500.0	0.5984333801
3505.0	0.588279953
3510.0	0.5820214081
3515.0	0.5748720169
3520.0	0.5698451233
3525.0	0.5691184998
3530.0	0.5670807266
3535.0	0.5703148651
3540.0	0.5764114761
3545.0	0.5853842545
3550.0	0.5939200592
3555.0	0.601588974
3560.0	0.6130915833
3565.0	0.6252163696
3570.0	0.6336504364
3575.0	0.6376453018
3580.0	0.6436640167
3585.0	0.6470756531
3590.0	0.6426517487
3595.0	0.6362622833
3600.0	0.6305722427
3605.0	0.6230389023
3610.0	0.6114750671
3615.0	0.5988950729
3620.0	0.5875588226
3625.0	0.5784391785
3630.0	0.5700668716
3635.0	0.566791954
3640.0	0.5612684631
3645.0	0.5621756363
3650.0	0.5626672363
3655.0	0.5650799942
3660.0	0.5680019379
3665.0	0.5707384872
3670.0	0.5723214722
3675.0	0.573690834
3680.0	0.5700200272
3685.0	0.5648722076
3690.0	0.554581871
3695.0	0.53973423
3700.0	0.519992485
3705.0	0.4974635315
3710.0	0.4713306046
3715.0	0.4436473083
3720.0	0.4156941605
3725.0	0.3883501434
3730.0	0.3637045288
3735.0	0.3388963699
3740.0	0.3162190628
3745.0	0.2969814491
3750.0	0.2777376747
3755.0	0.2623264503
3760.0	0.2478958893
3765.0	0.23452034
3770.0	0.2240034676
3775.0	0.2138173676
3780.0	0.2041942024
3785.0	0.196838913
3790.0	0.1893017006
3795.0	0.1832324791
3800.0	0.1771961594
3805.0	0.1704103279
3810.0	0.1641337204
3815.0	0.1591051197
3820.0	0.1514309025
3825.0	0.1456140995
3830.0	0.1388124561
3835.0	0.1306352615
3840.0	0.1231988716
3845.0	0.1137506485
3850.0	0.1054916
3855.0	0.0967832756
3860.0	0.08662992477
3865.0	0.07833728313
3870.0	0.06933807373
3875.0	0.06067993641
3880.0	0.05313155651
3885.0	0.04588011742
3890.0	0.0389546752
3895.0	0.03323235989
3900.0	0.02793186426
3905.0	0.02315897703
3910.0	0.01894466043
3915.0	0.01554913402
3920.0	0.01266034722
3925.0	0.01005221486
3930.0	0.008048475981
3935.0	0.006307174563
3940.0	0.004782087207
3945.0	0.003700146973
3950.0	0.002771663368
3955.0	0.002091739625
3960.0	0.001588280797
3965.0	0.001129930466
3970.0	0.000811766088
