8185.0	0.000827582702
8190.0	0.001103646159
8195.0	0.001414164305
8200.0	0.001977668405
8205.0	0.002594619393
8210.0	0.003579725623
8215.0	0.004862134457
8220.0	0.006702302694
8225.0	0.009248150587
8230.0	0.01283408761
8235.0	0.01818455577
8240.0	0.02574021816
8245.0	0.03675240755
8250.0	0.05410208702
8255.0	0.07846575737
8260.0	0.1136809635
8265.0	0.1664188004
8270.0	0.237250061
8275.0	0.3340044022
8280.0	0.4463509369
8285.0	0.5671225357
8290.0	0.6792075348
8295.0	0.7671030426
8300.0	0.8220078278
8305.0	0.8544879913
8310.0	0.8678052521
8315.0	0.8694738007
8320.0	0.8742017365
8325.0	0.8711667633
8330.0	0.8685224915
8335.0	0.8642681885
8340.0	0.8625807953
8345.0	0.8629198456
8350.0	0.864387207
8355.0	0.8597505951
8360.0	0.8616764832
8365.0	0.8570250702
8370.0	0.8543325806
8375.0	0.8520986176
8380.0	0.8504111481
8385.0	0.8512896729
8390.0	0.8440328979
8395.0	0.8478614807
8400.0	0.8464277649
8405.0	0.8471450806
8410.0	0.8451792145
8415.0	0.8465588379
8420.0	0.8558194733
8425.0	0.8598712158
8430.0	0.8618856812
8435.0	0.8657138062
8440.0	0.8680483246
8445.0	0.8720129395
8450.0	0.8824080658
8455.0	0.8857390594
8460.0	0.8879692078
8465.0	0.8914188385
8470.0	0.899343338
8475.0	0.9020517731
8480.0	0.9099833679
8485.0	0.9110103607
8490.0	0.9138690948
8495.0	0.9194549561
8500.0	0.9154386902
8505.0	0.9165822601
8510.0	0.9183146667
8515.0	0.918037796
8520.0	0.9171419525
8525.0	0.9078912354
8530.0	0.9034484863
8535.0	0.9040802002
8540.0	0.9008592224
8545.0	0.900812149
8550.0	0.8879992676
8555.0	0.8873986816
8560.0	0.8855506134
8565.0	0.8829627991
8570.0	0.8781080627
8575.0	0.8861401367
8580.0	0.8743671417
8585.0	0.8774008942
8590.0	0.8680879211
8595.0	0.8692410278
8600.0	0.8657818604
8605.0	0.8665544128
8610.0	0.8605360413
8615.0	0.8692302704
8620.0	0.8513841248
8625.0	0.8608342743
8630.0	0.8598140717
8635.0	0.8678817749
8640.0	0.8596297455
8645.0	0.8693816376
8650.0	0.8659604645
8655.0	0.8693202972
8660.0	0.8770085907
8665.0	0.8943257904
